hakeem_article_number,production_title,number_parsed_from_title,production_article_id,seed_number_parsed_from_title,present_in_seed,bm25_code,normalized_text_sha256_16,text_excerpt,issue,severity,recommended_action
425,المادة السادسة والعشرون بعد الأربعمائة,426,cmpwig02n02ntnxffowqhwosd,426,نعم,a1685,7754c753b76c1638,إذا ترتب على العيب حرمان المستأجر كليًّا أو جزئيًّا من الانتفاع بالمأجور جاز له طلب الفسخ أو إنقاص الأجرة دون إخلال بحقه,الصف يحمل عنوان ونص المادة الرسمية 426 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 425
426,المادة السابعة والعشرون بعد الأربعمائة,427,cmpwig0jt02nvnxffr5xzxhwv,427,نعم,a1686,949637c77c989b0a,يقع باطلًا كل اتفاق يتضمن الإعفاء أو الحد من ضمان التعرض أو العيب إذا كان المؤجر قد تعمّد إخفاء سبب هذا الضمان.,الصف يحمل عنوان ونص المادة الرسمية 427 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 426
427,المادة الثامنة والعشرون بعد الأربعمائة,428,cmpwig0va02nxnxffdbv6eapc,428,نعم,a1687,3dc1d35d4b9a2e58,يصح بيع المأجور ولا يؤثر ذلك في حقوق المستأجر. الفرع الثالث: التزامات المستأجر,الصف يحمل عنوان ونص المادة الرسمية 428 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 427
428,المادة التاسعة والعشرون بعد الأربعمائة,429,cmpwig16r02nznxffutku8d89,429,نعم,a1688,ff01024c698cf879,يلتزم المستأجر بأن يؤدي الأجرة في المواعيد المتفق عليها، فإن لم يتفق على المواعيد التزم بأدائها عند تسليم المأجور، وإذا ,الصف يحمل عنوان ونص المادة الرسمية 429 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 428
429,المادة الثلاثون بعد الأربعمائة,430,cmpwig1im02o1nxffmb9miju3,430,نعم,a1689,c978f68ff9792be5,يلتزم المستأجر بأن يحافظ على المأجور محافظة الشخص المعتاد. يلتزم المستأجر بتعويض المؤجر عما يلحق المأجور من أضرارٍ ناشئة,الصف يحمل عنوان ونص المادة الرسمية 430 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 429
430,المادة الحادية والثلاثون بعد الأربعمائة,431,cmpwig1u302o3nxff3w9dl6kb,431,نعم,a1690,659e35f0adf1263c,يلتزم المستأجر باستعمال المأجور في حدود المنفعة المتفق عليها في العقد، فإن لم يكن هناك اتفاقٌ التزم باستعمالهِ بحسب ما أ,الصف يحمل عنوان ونص المادة الرسمية 431 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 430
431,المادة الثانية والثلاثون بعد الأربعمائة,432,cmpwig25j02o5nxffo5ksr0vi,432,نعم,a1691,1060eea3fb1b07b9,ليس للمستأجر أن يحدث في المأجور تغييرًا دون إذن المؤجر إلا إذا كان يستلزمه إصلاح المأجور ولا يلحق ضررًا به.,الصف يحمل عنوان ونص المادة الرسمية 432 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 431
432,المادة الثالثة والثلاثون بعد الأربعمائة,433,cmpwig2h002o7nxffgo562wvm,433,نعم,a1692,23c02578216b14dd,يلتزم المستأجر خلال مدة الإيجار بصيانة المأجور وفقًا لما يقتضيه العرف؛ ما لم يتفق على خلاف ذلك.,الصف يحمل عنوان ونص المادة الرسمية 433 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 432
433,المادة الرابعة والثلاثون بعد الأربعمائة,434,cmpwig2sj02o9nxffk1a98w3b,434,نعم,a1693,3d6ceafe24aa7478,ليس للمستأجر منع المؤجر من القيام بالإصلاحات الضرورية لحفظ المأجور إذا أعلمه المؤجر قبل البدء فيها بمدة معقولة. إذا ترتب,الصف يحمل عنوان ونص المادة الرسمية 434 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 433
434,المادة الخامسة والثلاثون بعد الأربعمائة,435,cmpwig33z02obnxff75ykdcqe,435,نعم,a1694,4c62ac1ff916d2cf,يلتزم المستأجر برد المأجور إلى المؤجر عند انتهاء عقد الإيجار بالحال التي تسلمه بها، ويُستثنى من ذلك ما يقتضيه الاستعمال ,الصف يحمل عنوان ونص المادة الرسمية 435 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 434
435,المادة السادسة والثلاثون بعد الأربعمائة,436,cmpwig3fg02odnxff8ckmy7go,436,نعم,a1695,bce1f439a834c9ca,إذا أحدث المستأجر لمنفعته بناءً أو غراسًا في المأجور ولو بإذن المؤجر ولم يكن بينهما اتفاق على بقائه بعد مدة الإيجار؛ كان,الصف يحمل عنوان ونص المادة الرسمية 436 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 435
436,المادة السابعة والثلاثون بعد الأربعمائة,437,cmpwig3qx02ofnxffqe7jgwfr,437,نعم,a1696,ecc2c74b9cae1fdf,لا يجوز للمستأجر أن يؤجر المأجور كله أو بعضه أو يتنازل عن العقد إلا بإذن المؤجر أو إجازته.,الصف يحمل عنوان ونص المادة الرسمية 437 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 436
437,المادة الثامنة والثلاثون بعد الأربعمائة,438,cmpwig42e02ohnxff27y1h9xg,438,نعم,a1697,8a9a7da0080db5bf,يتقيد المستأجر المأذون له بالتأجير أو التنازل للغير عند قيامه بذلك بقيود المنفعة التي يملكها نوعًا وزمنًا.,الصف يحمل عنوان ونص المادة الرسمية 438 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 437
438,المادة التاسعة والثلاثون بعد الأربعمائة,439,cmpwig4du02ojnxffpfzm50q5,439,نعم,a1698,7867efed89268637,إذا تنازل المستأجر عن العقد فإن المتنازل له يحل محل المستأجر في جميع الحقوق والالتزامات المترتبة بمقتضى العقد المتنازل ع,الصف يحمل عنوان ونص المادة الرسمية 439 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 438
439,المادة الأربعون بعد الأربعمائة,440,cmpwig4pb02olnxfflfbea98n,440,نعم,a1699,9b6bb74e82fa345c,ينتهي عقد الإيجار بانقضاء المدة المعينة فيه؛ ما لم يُشتَرط تجدده تلقائيًّا. إذا انتهى عقد الإيجار واستمر المستأجر في الا,الصف يحمل عنوان ونص المادة الرسمية 440 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 439
440,المادة الحادية والأربعون بعد الأربعمائة,441,cmpwig57602onnxffyf5efeq6,441,نعم,a1700,8d8a4f8457b93c67,لا ينتهي عقد الإيجار بموت أحد المتعاقدين. لورثة المستأجر طلب فسخ العقد خلال مدة معقولة إذا أثبتوا أن أعباء العقد قد أصبح,الصف يحمل عنوان ونص المادة الرسمية 441 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 440
441,المادة الثانية والأربعون بعد الأربعمائة,442,cmpwig5jc02opnxffwxc89zyw,442,نعم,a1701,92a8b3d8394dd700,لكل من المتعاقدين طلب فسخ عقد الإيجار إذا حدث عذر طارئ متعلق به، ويلزمه تعويض المتعاقد الآخر عما ينشأ عن هذا الفسخ من ضر,الصف يحمل عنوان ونص المادة الرسمية 442 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 441
442,المادة الثالثة والأربعون بعد الأربعمائة,443,cmpwig5vj02ornxffyov2b3mq,443,نعم,a1702,b64e2b91a869dfa2,يصح إيجار الأرض للزراعة مع تعيين ما يزرع فيها أو أن يجعل المؤجر للمستأجر اختيار ما يزرع فيها.,الصف يحمل عنوان ونص المادة الرسمية 443 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 442
443,المادة الرابعة والأربعون بعد الأربعمائة,444,cmpwig67p02otnxff5e0tskdw,444,نعم,a1703,4d994d833885a583,لا يصح إيجار الأرض للزراعة إيجارًا منجزًا وهي مشغولة بزرع لغير المستأجر لم يبلغ حصاده وكان مزروعًا بحق، فإن كان الزرع بل,الصف يحمل عنوان ونص المادة الرسمية 444 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 443
444,المادة الخامسة والأربعون بعد الأربعمائة,445,cmpwig6jy02ovnxffa70w6b8y,445,نعم,a1704,f05be4b248f4e3b8,يصح إيجار الأرض المشغولة بالزرع إيجارًا مضافًا إلى أجل تكون الأرض فيه خالية.,الصف يحمل عنوان ونص المادة الرسمية 445 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 444
445,المادة السادسة والأربعون بعد الأربعمائة,446,cmpwig6w402oxnxffjwkawg9o,446,نعم,a1705,c96b0745c68fa27d,إذا استأجر شخص الأرض للزراعة شمل الإيجار ملحقاتها، وما اتصل بها اتصال قرار، وما جرى العرف على أنه من توابعها، ولا يشمل ذ,الصف يحمل عنوان ونص المادة الرسمية 446 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 445
446,المادة السابعة والأربعون بعد الأربعمائة,447,cmpwig78e02oznxff6oyc1e6w,447,نعم,a1706,f67a0a26f654d87c,من استأجر أرضًا على أن يزرعها دون الاتفاق على جنس المزروع ونوعه؛ فله أن يزرعها في جميع فصول السنة.,الصف يحمل عنوان ونص المادة الرسمية 447 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 446
447,المادة الثامنة والأربعون بعد الأربعمائة,448,cmpwig7kk02p1nxff2m4jaqjh,448,نعم,a1707,7010f597747ea30f,إذا انقضت مدة إيجار الأرض للزراعة قبل أن يبلغ الزرع حصاده لسبب لا يد للمستأجر فيه، فله أن يُبقيه بأجرة المثل حتى يتم حصا,الصف يحمل عنوان ونص المادة الرسمية 448 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 447
